2012-03-08T20:04:12+00:00 INFO (6): Beginning indexing operations
2012-03-08T20:04:12+00:00 INFO (6): Using manual version 1.11
2012-03-08T20:04:12+00:00 INFO (6): Indexing to directory "build/indexes"; ensuring exists and empty
2012-03-08T20:04:12+00:00 INFO (6): Using directory "/home/matthew/git/zf-standard/documentation/manual" as manual source
2012-03-08T20:08:32+00:00 INFO (6):     Indexing: /manual/1.11/ja/zend.http.response.html
2012-03-08T20:08:32+00:00 INFO (6):     Indexing: /manual/1.11/ja/copyrights.html
2012-03-08T20:08:32+00:00 INFO (6):     Indexing: /manual/1.11/ja/zend.log.factory.html
2012-03-08T20:08:32+00:00 INFO (6):     Indexing: /manual/1.11/ja/zend.gdata.docs.html
2012-03-08T20:08:32+00:00 INFO (6):     Indexing: /manual/1.11/ja/zend.registry.using.html
2012-03-08T20:08:32+00:00 INFO (6):     Indexing: /manual/1.11/ja/learning.quickstart.create-model.html
2012-03-08T20:08:33+00:00 INFO (6):     Indexing: /manual/1.11/ja/zend.service.amazon.ec2.elasticip.html
2012-03-08T20:08:33+00:00 INFO (6):     Indexing: /manual/1.11/ja/zend.service.livedocx.html
2012-03-08T20:08:33+00:00 INFO (6):     Indexing: /manual/1.11/ja/migration.110.html
2012-03-08T20:08:33+00:00 INFO (6):     Indexing: /manual/1.11/ja/zend.validate.html
2012-03-08T20:08:34+00:00 INFO (6):     Indexing: /manual/1.11/ja/zend.barcode.html
2012-03-08T20:08:34+00:00 INFO (6):     Indexing: /manual/1.11/ja/zend.pdf.interactive-features.html
2012-03-08T20:08:34+00:00 INFO (6):     Indexing: /manual/1.11/ja/migration.15.html
2012-03-08T20:08:34+00:00 INFO (6):     Indexing: /manual/1.11/ja/zend.translate.plurals.html
2012-03-08T20:08:34+00:00 INFO (6):     Indexing: /manual/1.11/ja/zend.exception.basic.html
2012-03-08T20:08:34+00:00 INFO (6):     Indexing: /manual/1.11/ja/zend.soap.wsdl.html
2012-03-08T20:08:35+00:00 INFO (6):     Indexing: /manual/1.11/ja/introduction.html
2012-03-08T20:08:35+00:00 INFO (6):     Indexing: /manual/1.11/ja/zend.queue.html
2012-03-08T20:08:35+00:00 INFO (6):     Indexing: /manual/1.11/ja/zend.soap.server.html
2012-03-08T20:08:35+00:00 INFO (6):     Indexing: /manual/1.11/ja/zend.locale.date.datesandtimes.html
2012-03-08T20:08:35+00:00 INFO (6):     Indexing: /manual/1.11/ja/zend.mail.smtp-authentication.html
2012-03-08T20:08:35+00:00 INFO (6):     Indexing: /manual/1.11/ja/zend.config.writer.introduction.html
2012-03-08T20:08:35+00:00 INFO (6):     Indexing: /manual/1.11/ja/zend.http.user-agent-device.html
2012-03-08T20:08:36+00:00 INFO (6):     Indexing: /manual/1.11/ja/zend.test.phpunit.html
2012-03-08T20:08:36+00:00 INFO (6):     Indexing: /manual/1.11/ja/zend.tool.framework.introduction.html
2012-03-08T20:08:36+00:00 INFO (6):     Indexing: /manual/1.11/ja/zend.cache.introduction.html
2012-03-08T20:08:36+00:00 INFO (6):     Indexing: /manual/1.11/ja/zend.view.controllers.html
2012-03-08T20:08:36+00:00 INFO (6):     Indexing: /manual/1.11/ja/zend.measure.types.html
2012-03-08T20:08:36+00:00 INFO (6):     Indexing: /manual/1.11/ja/zend.config.adapters.ini.html
2012-03-08T20:08:36+00:00 INFO (6):     Indexing: /manual/1.11/ja/zend.currency.number.html
2012-03-08T20:08:45+00:00 INFO (6):     Indexing: /manual/1.11/ja/learning.autoloading.design.html
2012-03-08T20:08:45+00:00 INFO (6):     Indexing: /manual/1.11/ja/learning.view.placeholders.conclusion.html
2012-03-08T20:08:45+00:00 INFO (6):     Indexing: /manual/1.11/ja/zend.currency.additional.html
2012-03-08T20:08:45+00:00 INFO (6):     Indexing: /manual/1.11/ja/zend.currency.options.html
2012-03-08T20:08:45+00:00 INFO (6):     Indexing: /manual/1.11/ja/migration.html
2012-03-08T20:08:45+00:00 INFO (6):     Indexing: /manual/1.11/ja/zend.tool.project.html
2012-03-08T20:08:45+00:00 INFO (6):     Indexing: /manual/1.11/ja/project-structure.overview.html
2012-03-08T20:08:45+00:00 INFO (6):     Indexing: /manual/1.11/ja/learning.lucene.index-structure.html
2012-03-08T20:08:45+00:00 INFO (6):     Indexing: /manual/1.11/ja/zend.ldap.node.html
2012-03-08T20:08:45+00:00 INFO (6):     Indexing: /manual/1.11/ja/zend.serializer.introduction.html
2012-03-08T20:08:45+00:00 INFO (6):     Indexing: /manual/1.11/ja/learning.layout.html
2012-03-08T20:08:45+00:00 INFO (6):     Indexing: /manual/1.11/ja/zend.translate.html
2012-03-08T20:08:45+00:00 INFO (6):     Indexing: /manual/1.11/ja/zend.controller.actionhelpers.html
2012-03-08T20:08:46+00:00 INFO (6):     Indexing: /manual/1.11/ja/zend.date.additional.html
2012-03-08T20:08:46+00:00 INFO (6):     Indexing: /manual/1.11/ja/zend.auth.html
2012-03-08T20:08:46+00:00 INFO (6):     Indexing: /manual/1.11/ja/zend.service.amazon.ec2.ebs.html
2012-03-08T20:08:46+00:00 INFO (6):     Indexing: /manual/1.11/ja/zend.log.filters.html
2012-03-08T20:08:46+00:00 INFO (6):     Indexing: /manual/1.11/ja/zend.session.basic_usage.html
2012-03-08T20:08:46+00:00 INFO (6):     Indexing: /manual/1.11/ja/zend.service.amazon.s3.html
2012-03-08T20:08:46+00:00 INFO (6):     Indexing: /manual/1.11/ja/zend.text.figlet.html
2012-03-08T20:08:47+00:00 INFO (6):     Indexing: /manual/1.11/ja/zend.amf.introduction.html
2012-03-08T20:08:47+00:00 INFO (6):     Indexing: /manual/1.11/ja/zend.layout.advanced.html
